Agrupacion;Cargo;Codigo;Distrito;Establecimiento;Fecha;IdCargo;IdCircuito;IdDistrito;IdSeccion;Mesa;Seccion;idAgrupacion;idAgrupacionInt;idLista;lista;tipoVoto;votos
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00085;San Juan;PROVINCIA DE MENDOZA;12-09-2021 20:23;3;00045;18;4;00627X;Rivadavia;504;202;1;(R)EVOLUCIONEMOS LA IZQUIERDA;positivo;12
;DIPUTADOS NACIONALES;00085;San Juan;PROVINCIA DE MENDOZA;12-09-2021 20:23;3;00045;18;4;00628X;Rivadavia;;;;;nulos;9
;DIPUTADOS NACIONALES;00085;San Juan;PROVINCIA DE MENDOZA;12-09-2021 20:23;3;00045;18;4;00628X;Rivadavia;;;;;recurridos;0
;DIPUTADOS NACIONALES;00085;San Juan;PROVINCIA DE MENDOZA;12-09-2021 20:23;3;00045;18;4;00628X;Rivadavia;;;;;comando;0
;DIPUTADOS NACIONALES;00085;San Juan;PROVINCIA DE MENDOZA;12-09-2021 20:23;3;00045;18;4;00628X;Rivadavia;;;;;blancos;5
;DIPUTADOS NACIONALES;00085;San Juan;PROVINCIA DE MENDOZA;12-09-2021 20:23;3;00045;18;4;00628X;Rivadavia;;;;;impugnados;0
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00085;San Juan;PROVINCIA DE MENDOZA;12-09-2021 20:23;3;00045;18;4;00628X;Rivadavia;501;199;1;JUNTO CON VOS;positivo;114
CONSENSO ISHCHIGUALASTO;DIPUTADOS NACIONALES;00085;San Juan;PROVINCIA DE MENDOZA;12-09-2021 20:23;3;00045;18;4;00628X;Rivadavia;502;200;1;CONSENSO;positivo;18
FRENTE DE TODOS;DIPUTADOS NACIONALES;00085;San Juan;PROVINCIA DE MENDOZA;12-09-2021 20:23;3;00045;18;4;00628X;Rivadavia;503;201;1;TODOS UNIDOS;positivo;68
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00085;San Juan;PROVINCIA DE MENDOZA;12-09-2021 20:23;3;00045;18;4;00628X;Rivadavia;504;202;2;UNIDAD DE LA IZQUIERDA;positivo;5
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00085;San Juan;PROVINCIA DE MENDOZA;12-09-2021 20:23;3;00045;18;4;00628X;Rivadavia;504;202;1;(R)EVOLUCIONEMOS LA IZQUIERDA;positivo;11
;DIPUTADOS NACIONALES;00085;San Juan;PROVINCIA DE MENDOZA;12-09-2021 20:24;3;00045;18;4;00629X;Rivadavia;;;;;nulos;0
;DIPUTADOS NACIONALES;00085;San Juan;PROVINCIA DE MENDOZA;12-09-2021 20:24;3;00045;18;4;00629X;Rivadavia;;;;;recurridos;0
;DIPUTADOS NACIONALES;00085;San Juan;PROVINCIA DE MENDOZA;12-09-2021 20:24;3;00045;18;4;00629X;Rivadavia;;;;;comando;0
;DIPUTADOS NACIONALES;00085;San Juan;PROVINCIA DE MENDOZA;12-09-2021 20:24;3;00045;18;4;00629X;Rivadavia;;;;;blancos;16
;DIPUTADOS NACIONALES;00085;San Juan;PROVINCIA DE MENDOZA;12-09-2021 20:24;3;00045;18;4;00629X;Rivadavia;;;;;impugnados;0
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00085;San Juan;PROVINCIA DE MENDOZA;12-09-2021 20:24;3;00045;18;4;00629X;Rivadavia;501;199;1;JUNTO CON VOS;positivo;130
CONSENSO ISHCHIGUALASTO;DIPUTADOS NACIONALES;00085;San Juan;PROVINCIA DE MENDOZA;12-09-2021 20:24;3;00045;18;4;00629X;Rivadavia;502;200;1;CONSENSO;positivo;16
FRENTE DE TODOS;DIPUTADOS NACIONALES;00085;San Juan;PROVINCIA DE MENDOZA;12-09-2021 20:24;3;00045;18;4;00629X;Rivadavia;503;201;1;TODOS UNIDOS;positivo;73
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00085;San Juan;PROVINCIA DE MENDOZA;12-09-2021 20:24;3;00045;18;4;00629X;Rivadavia;504;202;2;UNIDAD DE LA IZQUIERDA;positivo;5
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00085;San Juan;PROVINCIA DE MENDOZA;12-09-2021 20:24;3;00045;18;4;00629X;Rivadavia;504;202;1;(R)EVOLUCIONEMOS LA IZQUIERDA;positivo;9
;DIPUTADOS NACIONALES;00086;San Juan;DOCENTES SANJUANINOS;12-09-2021 19:45;3;00045;18;4;00630X;Rivadavia;;;;;nulos;6
;DIPUTADOS NACIONALES;00086;San Juan;DOCENTES SANJUANINOS;12-09-2021 19:45;3;00045;18;4;00630X;Rivadavia;;;;;recurridos;0
;DIPUTADOS NACIONALES;00086;San Juan;DOCENTES SANJUANINOS;12-09-2021 19:45;3;00045;18;4;00630X;Rivadavia;;;;;comando;0
;DIPUTADOS NACIONALES;00086;San Juan;DOCENTES SANJUANINOS;12-09-2021 19:45;3;00045;18;4;00630X;Rivadavia;;;;;blancos;5
;DIPUTADOS NACIONALES;00086;San Juan;DOCENTES SANJUANINOS;12-09-2021 19:45;3;00045;18;4;00630X;Rivadavia;;;;;impugnados;0
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00086;San Juan;DOCENTES SANJUANINOS;12-09-2021 19:45;3;00045;18;4;00630X;Rivadavia;501;199;1;JUNTO CON VOS;positivo;122
CONSENSO ISHCHIGUALASTO;DIPUTADOS NACIONALES;00086;San Juan;DOCENTES SANJUANINOS;12-09-2021 19:45;3;00045;18;4;00630X;Rivadavia;502;200;1;CONSENSO;positivo;24
FRENTE DE TODOS;DIPUTADOS NACIONALES;00086;San Juan;DOCENTES SANJUANINOS;12-09-2021 19:45;3;00045;18;4;00630X;Rivadavia;503;201;1;TODOS UNIDOS;positivo;66
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00086;San Juan;DOCENTES SANJUANINOS;12-09-2021 19:45;3;00045;18;4;00630X;Rivadavia;504;202;2;UNIDAD DE LA IZQUIERDA;positivo;8
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00086;San Juan;DOCENTES SANJUANINOS;12-09-2021 19:45;3;00045;18;4;00630X;Rivadavia;504;202;1;(R)EVOLUCIONEMOS LA IZQUIERDA;positivo;11
;DIPUTADOS NACIONALES;00086;San Juan;DOCENTES SANJUANINOS;12-09-2021 20:00;3;00045;18;4;00631X;Rivadavia;;;;;nulos;6
;DIPUTADOS NACIONALES;00086;San Juan;DOCENTES SANJUANINOS;12-09-2021 20:00;3;00045;18;4;00631X;Rivadavia;;;;;recurridos;0
;DIPUTADOS NACIONALES;00086;San Juan;DOCENTES SANJUANINOS;12-09-2021 20:00;3;00045;18;4;00631X;Rivadavia;;;;;comando;0
;DIPUTADOS NACIONALES;00086;San Juan;DOCENTES SANJUANINOS;12-09-2021 20:00;3;00045;18;4;00631X;Rivadavia;;;;;blancos;3
;DIPUTADOS NACIONALES;00086;San Juan;DOCENTES SANJUANINOS;12-09-2021 20:00;3;00045;18;4;00631X;Rivadavia;;;;;impugnados;0
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00086;San Juan;DOCENTES SANJUANINOS;12-09-2021 20:00;3;00045;18;4;00631X;Rivadavia;501;199;1;JUNTO CON VOS;positivo;129
CONSENSO ISHCHIGUALASTO;DIPUTADOS NACIONALES;00086;San Juan;DOCENTES SANJUANINOS;12-09-2021 20:00;3;00045;18;4;00631X;Rivadavia;502;200;1;CONSENSO;positivo;15
FRENTE DE TODOS;DIPUTADOS NACIONALES;00086;San Juan;DOCENTES SANJUANINOS;12-09-2021 20:00;3;00045;18;4;00631X;Rivadavia;503;201;1;TODOS UNIDOS;positivo;66
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00086;San Juan;DOCENTES SANJUANINOS;12-09-2021 20:00;3;00045;18;4;00631X;Rivadavia;504;202;2;UNIDAD DE LA IZQUIERDA;positivo;8
