Agrupacion;Cargo;Codigo;Distrito;Establecimiento;Fecha;IdCargo;IdCircuito;IdDistrito;IdSeccion;Mesa;Seccion;idAgrupacion;idAgrupacionInt;idLista;lista;tipoVoto;votos,,
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00251;Río Negro;ESC. SECUNDARIA DE RIO NEGRO N 35;12-09-2021 21:59;3;06511;16;12;01440X;General Roca;504;190;2;ROJA,BLANCA Y ROJA;positivo;7,
;DIPUTADOS NACIONALES;00251;Río Negro;ESC. SECUNDARIA DE RIO NEGRO N 35;12-09-2021 21:50;3;06511;16;12;01441X;General Roca;;;;;nulos;8,,
;DIPUTADOS NACIONALES;00251;Río Negro;ESC. SECUNDARIA DE RIO NEGRO N 35;12-09-2021 21:50;3;06511;16;12;01441X;General Roca;;;;;recurridos;0,,
;DIPUTADOS NACIONALES;00251;Río Negro;ESC. SECUNDARIA DE RIO NEGRO N 35;12-09-2021 21:50;3;06511;16;12;01441X;General Roca;;;;;comando;0,,
;DIPUTADOS NACIONALES;00251;Río Negro;ESC. SECUNDARIA DE RIO NEGRO N 35;12-09-2021 21:50;3;06511;16;12;01441X;General Roca;;;;;blancos;5,,
;DIPUTADOS NACIONALES;00251;Río Negro;ESC. SECUNDARIA DE RIO NEGRO N 35;12-09-2021 21:50;3;06511;16;12;01441X;General Roca;;;;;impugnados;0,,
SOCIALISTA;DIPUTADOS NACIONALES;00251;Río Negro;ESC. SECUNDARIA DE RIO NEGRO N 35;12-09-2021 21:50;3;06511;16;12;01441X;General Roca;50;185;1;ALFREDO BRAVO;positivo;1,,
MOVIMIENTO AL SOCIALISMO;DIPUTADOS NACIONALES;00251;Río Negro;ESC. SECUNDARIA DE RIO NEGRO N 35;12-09-2021 21:50;3;06511;16;12;01441X;General Roca;165;186;1;PARA RENOVAR A LA IZQUIERDA;positivo;1,,
FRENTE DE TODOS;DIPUTADOS NACIONALES;00251;Río Negro;ESC. SECUNDARIA DE RIO NEGRO N 35;12-09-2021 21:50;3;06511;16;12;01441X;General Roca;501;187;1;UNIDAD AZUL,CELESTE Y BLANCA;positivo;25,
JUNTOS SOMOS RIO NEGRO;DIPUTADOS NACIONALES;00251;Río Negro;ESC. SECUNDARIA DE RIO NEGRO N 35;12-09-2021 21:50;3;06511;16;12;01441X;General Roca;502;188;1;SIGAMOS CRECIENDO;positivo;42,,
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00251;Río Negro;ESC. SECUNDARIA DE RIO NEGRO N 35;12-09-2021 21:50;3;06511;16;12;01441X;General Roca;503;189;2;UNIDAD DE LA IZQUIERDA;positivo;3,,
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00251;Río Negro;ESC. SECUNDARIA DE RIO NEGRO N 35;12-09-2021 21:50;3;06511;16;12;01441X;General Roca;503;189;1;(R)EVOLUCIONEMOS LA IZQUIERDA;positivo;6,,
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00251;Río Negro;ESC. SECUNDARIA DE RIO NEGRO N 35;12-09-2021 21:50;3;06511;16;12;01441X;General Roca;504;190;3;ROJO,BLANCO Y MORADO;positivo;6,
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00251;Río Negro;ESC. SECUNDARIA DE RIO NEGRO N 35;12-09-2021 21:50;3;06511;16;12;01441X;General Roca;504;190;1;AMARILLA,AZUL,VERDE Y ROJA;positivo;153
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00251;Río Negro;ESC. SECUNDARIA DE RIO NEGRO N 35;12-09-2021 21:50;3;06511;16;12;01441X;General Roca;504;190;2;ROJA,BLANCA Y ROJA;positivo;5,
;DIPUTADOS NACIONALES;00252;Río Negro;ESCUELA PRIMARIA N 192;12-09-2021 22:30;3;06512;16;12;01442X;General Roca;;;;;nulos;11,,
;DIPUTADOS NACIONALES;00252;Río Negro;ESCUELA PRIMARIA N 192;12-09-2021 22:30;3;06512;16;12;01442X;General Roca;;;;;recurridos;0,,
;DIPUTADOS NACIONALES;00252;Río Negro;ESCUELA PRIMARIA N 192;12-09-2021 22:30;3;06512;16;12;01442X;General Roca;;;;;comando;0,,
;DIPUTADOS NACIONALES;00252;Río Negro;ESCUELA PRIMARIA N 192;12-09-2021 22:30;3;06512;16;12;01442X;General Roca;;;;;blancos;0,,
;DIPUTADOS NACIONALES;00252;Río Negro;ESCUELA PRIMARIA N 192;12-09-2021 22:30;3;06512;16;12;01442X;General Roca;;;;;impugnados;0,,
SOCIALISTA;DIPUTADOS NACIONALES;00252;Río Negro;ESCUELA PRIMARIA N 192;12-09-2021 22:30;3;06512;16;12;01442X;General Roca;50;185;1;ALFREDO BRAVO;positivo;1,,
MOVIMIENTO AL SOCIALISMO;DIPUTADOS NACIONALES;00252;Río Negro;ESCUELA PRIMARIA N 192;12-09-2021 22:30;3;06512;16;12;01442X;General Roca;165;186;1;PARA RENOVAR A LA IZQUIERDA;positivo;6,,
FRENTE DE TODOS;DIPUTADOS NACIONALES;00252;Río Negro;ESCUELA PRIMARIA N 192;12-09-2021 22:30;3;06512;16;12;01442X;General Roca;501;187;1;UNIDAD AZUL,CELESTE Y BLANCA;positivo;27,
JUNTOS SOMOS RIO NEGRO;DIPUTADOS NACIONALES;00252;Río Negro;ESCUELA PRIMARIA N 192;12-09-2021 22:30;3;06512;16;12;01442X;General Roca;502;188;1;SIGAMOS CRECIENDO;positivo;79,,
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00252;Río Negro;ESCUELA PRIMARIA N 192;12-09-2021 22:30;3;06512;16;12;01442X;General Roca;503;189;2;UNIDAD DE LA IZQUIERDA;positivo;8,,
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00252;Río Negro;ESCUELA PRIMARIA N 192;12-09-2021 22:30;3;06512;16;12;01442X;General Roca;503;189;1;(R)EVOLUCIONEMOS LA IZQUIERDA;positivo;6,,
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00252;Río Negro;ESCUELA PRIMARIA N 192;12-09-2021 22:30;3;06512;16;12;01442X;General Roca;504;190;3;ROJO,BLANCO Y MORADO;positivo;0,
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00252;Río Negro;ESCUELA PRIMARIA N 192;12-09-2021 22:30;3;06512;16;12;01442X;General Roca;504;190;1;AMARILLA,AZUL,VERDE Y ROJA;positivo;112
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00252;Río Negro;ESCUELA PRIMARIA N 192;12-09-2021 22:30;3;06512;16;12;01442X;General Roca;504;190;2;ROJA,BLANCA Y ROJA;positivo;7,
;DIPUTADOS NACIONALES;00252;Río Negro;ESCUELA PRIMARIA N 192;12-09-2021 22:27;3;06512;16;12;01443X;General Roca;;;;;nulos;11,,
;DIPUTADOS NACIONALES;00252;Río Negro;ESCUELA PRIMARIA N 192;12-09-2021 22:27;3;06512;16;12;01443X;General Roca;;;;;recurridos;0,,
;DIPUTADOS NACIONALES;00252;Río Negro;ESCUELA PRIMARIA N 192;12-09-2021 22:27;3;06512;16;12;01443X;General Roca;;;;;comando;0,,
;DIPUTADOS NACIONALES;00252;Río Negro;ESCUELA PRIMARIA N 192;12-09-2021 22:27;3;06512;16;12;01443X;General Roca;;;;;blancos;5,,
;DIPUTADOS NACIONALES;00252;Río Negro;ESCUELA PRIMARIA N 192;12-09-2021 22:27;3;06512;16;12;01443X;General Roca;;;;;impugnados;0,,
SOCIALISTA;DIPUTADOS NACIONALES;00252;Río Negro;ESCUELA PRIMARIA N 192;12-09-2021 22:27;3;06512;16;12;01443X;General Roca;50;185;1;ALFREDO BRAVO;positivo;3,,
MOVIMIENTO AL SOCIALISMO;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:13;3;04103;16;9;00411X;Bariloche;165;186;1;PARA RENOVAR A LA IZQUIERDA;positivo;5,,
FRENTE DE TODOS;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:13;3;04103;16;9;00411X;Bariloche;501;187;1;UNIDAD AZUL,CELESTE Y BLANCA;positivo;59,
JUNTOS SOMOS RIO NEGRO;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:13;3;04103;16;9;00411X;Bariloche;502;188;1;SIGAMOS CRECIENDO;positivo;46,,
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:13;3;04103;16;9;00411X;Bariloche;503;189;2;UNIDAD DE LA IZQUIERDA;positivo;15,,
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:13;3;04103;16;9;00411X;Bariloche;503;189;1;(R)EVOLUCIONEMOS LA IZQUIERDA;positivo;7,,
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:13;3;04103;16;9;00411X;Bariloche;504;190;3;ROJO,BLANCO Y MORADO;positivo;5,
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:13;3;04103;16;9;00411X;Bariloche;504;190;1;AMARILLA,AZUL,VERDE Y ROJA;positivo;34
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:13;3;04103;16;9;00411X;Bariloche;504;190;2;ROJA,BLANCA Y ROJA;positivo;15,
;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 20:06;3;04103;16;9;00412X;Bariloche;;;;;nulos;13,,
;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 20:06;3;04103;16;9;00412X;Bariloche;;;;;recurridos;0,,
;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 20:06;3;04103;16;9;00412X;Bariloche;;;;;comando;0,,
;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 20:06;3;04103;16;9;00412X;Bariloche;;;;;blancos;6,,
;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 20:06;3;04103;16;9;00412X;Bariloche;;;;;impugnados;0,,
SOCIALISTA;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 20:06;3;04103;16;9;00412X;Bariloche;50;185;1;ALFREDO BRAVO;positivo;5,,
MOVIMIENTO AL SOCIALISMO;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 20:06;3;04103;16;9;00412X;Bariloche;165;186;1;PARA RENOVAR A LA IZQUIERDA;positivo;8,,
FRENTE DE TODOS;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 20:06;3;04103;16;9;00412X;Bariloche;501;187;1;UNIDAD AZUL,CELESTE Y BLANCA;positivo;53,
JUNTOS SOMOS RIO NEGRO;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 20:06;3;04103;16;9;00412X;Bariloche;502;188;1;SIGAMOS CRECIENDO;positivo;44,,
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 20:06;3;04103;16;9;00412X;Bariloche;503;189;2;UNIDAD DE LA IZQUIERDA;positivo;10,,
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 20:06;3;04103;16;9;00412X;Bariloche;503;189;1;(R)EVOLUCIONEMOS LA IZQUIERDA;positivo;8,,
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 20:06;3;04103;16;9;00412X;Bariloche;504;190;3;ROJO,BLANCO Y MORADO;positivo;4,
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 20:06;3;04103;16;9;00412X;Bariloche;504;190;1;AMARILLA,AZUL,VERDE Y ROJA;positivo;35
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 20:06;3;04103;16;9;00412X;Bariloche;504;190;2;ROJA,BLANCA Y ROJA;positivo;16,
;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:37;3;04103;16;9;00413X;Bariloche;;;;;nulos;8,,
;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:37;3;04103;16;9;00413X;Bariloche;;;;;recurridos;0,,
;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:37;3;04103;16;9;00413X;Bariloche;;;;;comando;0,,
;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:37;3;04103;16;9;00413X;Bariloche;;;;;blancos;7,,
;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:37;3;04103;16;9;00413X;Bariloche;;;;;impugnados;0,,
SOCIALISTA;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:37;3;04103;16;9;00413X;Bariloche;50;185;1;ALFREDO BRAVO;positivo;5,,
MOVIMIENTO AL SOCIALISMO;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:37;3;04103;16;9;00413X;Bariloche;165;186;1;PARA RENOVAR A LA IZQUIERDA;positivo;7,,
FRENTE DE TODOS;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:37;3;04103;16;9;00413X;Bariloche;501;187;1;UNIDAD AZUL,CELESTE Y BLANCA;positivo;62,
JUNTOS SOMOS RIO NEGRO;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:37;3;04103;16;9;00413X;Bariloche;502;188;1;SIGAMOS CRECIENDO;positivo;64,,
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:37;3;04103;16;9;00413X;Bariloche;503;189;2;UNIDAD DE LA IZQUIERDA;positivo;15,,
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:37;3;04103;16;9;00413X;Bariloche;503;189;1;(R)EVOLUCIONEMOS LA IZQUIERDA;positivo;7,,
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:37;3;04103;16;9;00413X;Bariloche;504;190;3;ROJO,BLANCO Y MORADO;positivo;3,
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:37;3;04103;16;9;00413X;Bariloche;504;190;1;AMARILLA,AZUL,VERDE Y ROJA;positivo;30
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:37;3;04103;16;9;00413X;Bariloche;504;190;2;ROJA,BLANCA Y ROJA;positivo;17,
;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:46;3;04103;16;9;00414X;Bariloche;;;;;nulos;6,,
;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:46;3;04103;16;9;00414X;Bariloche;;;;;recurridos;0,,
;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:46;3;04103;16;9;00414X;Bariloche;;;;;comando;0,,
;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:46;3;04103;16;9;00414X;Bariloche;;;;;blancos;9,,
;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:46;3;04103;16;9;00414X;Bariloche;;;;;impugnados;0,,
SOCIALISTA;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:46;3;04103;16;9;00414X;Bariloche;50;185;1;ALFREDO BRAVO;positivo;3,,
MOVIMIENTO AL SOCIALISMO;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:46;3;04103;16;9;00414X;Bariloche;165;186;1;PARA RENOVAR A LA IZQUIERDA;positivo;8,,
FRENTE DE TODOS;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:46;3;04103;16;9;00414X;Bariloche;501;187;1;UNIDAD AZUL,CELESTE Y BLANCA;positivo;63,
JUNTOS SOMOS RIO NEGRO;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:46;3;04103;16;9;00414X;Bariloche;502;188;1;SIGAMOS CRECIENDO;positivo;44,,
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:46;3;04103;16;9;00414X;Bariloche;503;189;2;UNIDAD DE LA IZQUIERDA;positivo;7,,
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:46;3;04103;16;9;00414X;Bariloche;503;189;1;(R)EVOLUCIONEMOS LA IZQUIERDA;positivo;4,,
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:46;3;04103;16;9;00414X;Bariloche;504;190;3;ROJO,BLANCO Y MORADO;positivo;7,
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:46;3;04103;16;9;00414X;Bariloche;504;190;1;AMARILLA,AZUL,VERDE Y ROJA;positivo;27
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:46;3;04103;16;9;00414X;Bariloche;504;190;2;ROJA,BLANCA Y ROJA;positivo;17,
;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 20:09;3;04103;16;9;00415X;Bariloche;;;;;nulos;9,,
;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 20:09;3;04103;16;9;00415X;Bariloche;;;;;recurridos;0,,
;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 20:09;3;04103;16;9;00415X;Bariloche;;;;;comando;0,,
;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 20:09;3;04103;16;9;00415X;Bariloche;;;;;blancos;7,,
;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 20:09;3;04103;16;9;00415X;Bariloche;;;;;impugnados;0,,
SOCIALISTA;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 20:09;3;04103;16;9;00415X;Bariloche;50;185;1;ALFREDO BRAVO;positivo;5,,
MOVIMIENTO AL SOCIALISMO;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 20:09;3;04103;16;9;00415X;Bariloche;165;186;1;PARA RENOVAR A LA IZQUIERDA;positivo;4,,
FRENTE DE TODOS;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 20:09;3;04103;16;9;00415X;Bariloche;501;187;1;UNIDAD AZUL,CELESTE Y BLANCA;positivo;72,
JUNTOS SOMOS RIO NEGRO;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 20:09;3;04103;16;9;00415X;Bariloche;502;188;1;SIGAMOS CRECIENDO;positivo;57,,
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 20:09;3;04103;16;9;00415X;Bariloche;503;189;2;UNIDAD DE LA IZQUIERDA;positivo;12,,
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 20:09;3;04103;16;9;00415X;Bariloche;503;189;1;(R)EVOLUCIONEMOS LA IZQUIERDA;positivo;6,,
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 20:09;3;04103;16;9;00415X;Bariloche;504;190;3;ROJO,BLANCO Y MORADO;positivo;0,
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 20:09;3;04103;16;9;00415X;Bariloche;504;190;1;AMARILLA,AZUL,VERDE Y ROJA;positivo;35
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 20:09;3;04103;16;9;00415X;Bariloche;504;190;2;ROJA,BLANCA Y ROJA;positivo;10,
;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:48;3;04103;16;9;00416X;Bariloche;;;;;nulos;12,,
;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:48;3;04103;16;9;00416X;Bariloche;;;;;recurridos;2,,
;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:48;3;04103;16;9;00416X;Bariloche;;;;;comando;0,,
;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:48;3;04103;16;9;00416X;Bariloche;;;;;blancos;4,,
;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:48;3;04103;16;9;00416X;Bariloche;;;;;impugnados;0,,
SOCIALISTA;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:48;3;04103;16;9;00416X;Bariloche;50;185;1;ALFREDO BRAVO;positivo;3,,
MOVIMIENTO AL SOCIALISMO;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:48;3;04103;16;9;00416X;Bariloche;165;186;1;PARA RENOVAR A LA IZQUIERDA;positivo;3,,
FRENTE DE TODOS;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:48;3;04103;16;9;00416X;Bariloche;501;187;1;UNIDAD AZUL,CELESTE Y BLANCA;positivo;56,
JUNTOS SOMOS RIO NEGRO;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:48;3;04103;16;9;00416X;Bariloche;502;188;1;SIGAMOS CRECIENDO;positivo;45,,
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:48;3;04103;16;9;00416X;Bariloche;503;189;2;UNIDAD DE LA IZQUIERDA;positivo;23,,
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:48;3;04103;16;9;00416X;Bariloche;503;189;1;(R)EVOLUCIONEMOS LA IZQUIERDA;positivo;6,,
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:48;3;04103;16;9;00416X;Bariloche;504;190;3;ROJO,BLANCO Y MORADO;positivo;2,
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:48;3;04103;16;9;00416X;Bariloche;504;190;1;AMARILLA,AZUL,VERDE Y ROJA;positivo;32
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:48;3;04103;16;9;00416X;Bariloche;504;190;2;ROJA,BLANCA Y ROJA;positivo;20,
;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:57;3;04103;16;9;00417X;Bariloche;;;;;nulos;12,,
;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:57;3;04103;16;9;00417X;Bariloche;;;;;recurridos;0,,
;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:57;3;04103;16;9;00417X;Bariloche;;;;;comando;0,,
;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:57;3;04103;16;9;00417X;Bariloche;;;;;blancos;4,,
;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:57;3;04103;16;9;00417X;Bariloche;;;;;impugnados;0,,
SOCIALISTA;DIPUTADOS NACIONALES;00092;Río Negro;ESCUELA SECUNDARIA RIO NEGRO N 123;12-09-2021 19:57;3;04103;16;9;00417X;Bariloche;50;185;1;ALFREDO BRAVO;positivo;10,,
