Agrupacion;Cargo;Codigo;Distrito;Establecimiento;Fecha;IdCargo;IdCircuito;IdDistrito;IdSeccion;Mesa;Seccion;idAgrupacion;idAgrupacionInt;idLista;lista;tipoVoto;votos,,
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00033;Río Negro;ESCUELA PRIMARIA N 146;12-09-2021 19:26;3;00009;16;3;00200X;San Antonio;504;190;2;ROJA,BLANCA Y ROJA;positivo;14,
;DIPUTADOS NACIONALES;00033;Río Negro;ESCUELA PRIMARIA N 146;12-09-2021 19:29;3;00009;16;3;00201X;San Antonio;;;;;nulos;14,,
;DIPUTADOS NACIONALES;00033;Río Negro;ESCUELA PRIMARIA N 146;12-09-2021 19:29;3;00009;16;3;00201X;San Antonio;;;;;recurridos;0,,
;DIPUTADOS NACIONALES;00033;Río Negro;ESCUELA PRIMARIA N 146;12-09-2021 19:29;3;00009;16;3;00201X;San Antonio;;;;;comando;0,,
;DIPUTADOS NACIONALES;00033;Río Negro;ESCUELA PRIMARIA N 146;12-09-2021 19:29;3;00009;16;3;00201X;San Antonio;;;;;blancos;5,,
;DIPUTADOS NACIONALES;00033;Río Negro;ESCUELA PRIMARIA N 146;12-09-2021 19:29;3;00009;16;3;00201X;San Antonio;;;;;impugnados;0,,
SOCIALISTA;DIPUTADOS NACIONALES;00033;Río Negro;ESCUELA PRIMARIA N 146;12-09-2021 19:29;3;00009;16;3;00201X;San Antonio;50;185;1;ALFREDO BRAVO;positivo;5,,
MOVIMIENTO AL SOCIALISMO;DIPUTADOS NACIONALES;00033;Río Negro;ESCUELA PRIMARIA N 146;12-09-2021 19:29;3;00009;16;3;00201X;San Antonio;165;186;1;PARA RENOVAR A LA IZQUIERDA;positivo;5,,
FRENTE DE TODOS;DIPUTADOS NACIONALES;00033;Río Negro;ESCUELA PRIMARIA N 146;12-09-2021 19:29;3;00009;16;3;00201X;San Antonio;501;187;1;UNIDAD AZUL,CELESTE Y BLANCA;positivo;64,
JUNTOS SOMOS RIO NEGRO;DIPUTADOS NACIONALES;00033;Río Negro;ESCUELA PRIMARIA N 146;12-09-2021 19:29;3;00009;16;3;00201X;San Antonio;502;188;1;SIGAMOS CRECIENDO;positivo;84,,
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00033;Río Negro;ESCUELA PRIMARIA N 146;12-09-2021 19:29;3;00009;16;3;00201X;San Antonio;503;189;2;UNIDAD DE LA IZQUIERDA;positivo;5,,
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00033;Río Negro;ESCUELA PRIMARIA N 146;12-09-2021 19:29;3;00009;16;3;00201X;San Antonio;503;189;1;(R)EVOLUCIONEMOS LA IZQUIERDA;positivo;4,,
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00033;Río Negro;ESCUELA PRIMARIA N 146;12-09-2021 19:29;3;00009;16;3;00201X;San Antonio;504;190;3;ROJO,BLANCO Y MORADO;positivo;3,
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00033;Río Negro;ESCUELA PRIMARIA N 146;12-09-2021 19:29;3;00009;16;3;00201X;San Antonio;504;190;1;AMARILLA,AZUL,VERDE Y ROJA;positivo;30
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00033;Río Negro;ESCUELA PRIMARIA N 146;12-09-2021 19:29;3;00009;16;3;00201X;San Antonio;504;190;2;ROJA,BLANCA Y ROJA;positivo;9,
;DIPUTADOS NACIONALES;00033;Río Negro;ESCUELA PRIMARIA N 146;12-09-2021 19:13;3;00009;16;3;00202X;San Antonio;;;;;nulos;12,,
;DIPUTADOS NACIONALES;00033;Río Negro;ESCUELA PRIMARIA N 146;12-09-2021 19:13;3;00009;16;3;00202X;San Antonio;;;;;recurridos;0,,
;DIPUTADOS NACIONALES;00033;Río Negro;ESCUELA PRIMARIA N 146;12-09-2021 19:13;3;00009;16;3;00202X;San Antonio;;;;;comando;0,,
;DIPUTADOS NACIONALES;00033;Río Negro;ESCUELA PRIMARIA N 146;12-09-2021 19:13;3;00009;16;3;00202X;San Antonio;;;;;blancos;8,,
;DIPUTADOS NACIONALES;00033;Río Negro;ESCUELA PRIMARIA N 146;12-09-2021 19:13;3;00009;16;3;00202X;San Antonio;;;;;impugnados;0,,
SOCIALISTA;DIPUTADOS NACIONALES;00033;Río Negro;ESCUELA PRIMARIA N 146;12-09-2021 19:13;3;00009;16;3;00202X;San Antonio;50;185;1;ALFREDO BRAVO;positivo;2,,
MOVIMIENTO AL SOCIALISMO;DIPUTADOS NACIONALES;00033;Río Negro;ESCUELA PRIMARIA N 146;12-09-2021 19:13;3;00009;16;3;00202X;San Antonio;165;186;1;PARA RENOVAR A LA IZQUIERDA;positivo;3,,
FRENTE DE TODOS;DIPUTADOS NACIONALES;00033;Río Negro;ESCUELA PRIMARIA N 146;12-09-2021 19:13;3;00009;16;3;00202X;San Antonio;501;187;1;UNIDAD AZUL,CELESTE Y BLANCA;positivo;39,
JUNTOS SOMOS RIO NEGRO;DIPUTADOS NACIONALES;00033;Río Negro;ESCUELA PRIMARIA N 146;12-09-2021 19:13;3;00009;16;3;00202X;San Antonio;502;188;1;SIGAMOS CRECIENDO;positivo;84,,
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00033;Río Negro;ESCUELA PRIMARIA N 146;12-09-2021 19:13;3;00009;16;3;00202X;San Antonio;503;189;2;UNIDAD DE LA IZQUIERDA;positivo;5,,
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00033;Río Negro;ESCUELA PRIMARIA N 146;12-09-2021 19:13;3;00009;16;3;00202X;San Antonio;503;189;1;(R)EVOLUCIONEMOS LA IZQUIERDA;positivo;2,,
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00033;Río Negro;ESCUELA PRIMARIA N 146;12-09-2021 19:13;3;00009;16;3;00202X;San Antonio;504;190;3;ROJO,BLANCO Y MORADO;positivo;5,
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00033;Río Negro;ESCUELA PRIMARIA N 146;12-09-2021 19:13;3;00009;16;3;00202X;San Antonio;504;190;1;AMARILLA,AZUL,VERDE Y ROJA;positivo;28
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00033;Río Negro;ESCUELA PRIMARIA N 146;12-09-2021 19:13;3;00009;16;3;00202X;San Antonio;504;190;2;ROJA,BLANCA Y ROJA;positivo;13,
;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:32;3;00009;16;3;00203X;San Antonio;;;;;nulos;22,,
;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:32;3;00009;16;3;00203X;San Antonio;;;;;recurridos;0,,
;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:32;3;00009;16;3;00203X;San Antonio;;;;;comando;0,,
;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:32;3;00009;16;3;00203X;San Antonio;;;;;blancos;5,,
;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:32;3;00009;16;3;00203X;San Antonio;;;;;impugnados;0,,
SOCIALISTA;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:32;3;00009;16;3;00203X;San Antonio;50;185;1;ALFREDO BRAVO;positivo;8,,
MOVIMIENTO AL SOCIALISMO;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:32;3;00009;16;3;00203X;San Antonio;165;186;1;PARA RENOVAR A LA IZQUIERDA;positivo;4,,
FRENTE DE TODOS;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:32;3;00009;16;3;00203X;San Antonio;501;187;1;UNIDAD AZUL,CELESTE Y BLANCA;positivo;44,
JUNTOS SOMOS RIO NEGRO;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:32;3;00009;16;3;00203X;San Antonio;502;188;1;SIGAMOS CRECIENDO;positivo;52,,
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:32;3;00009;16;3;00203X;San Antonio;503;189;2;UNIDAD DE LA IZQUIERDA;positivo;5,,
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:32;3;00009;16;3;00203X;San Antonio;503;189;1;(R)EVOLUCIONEMOS LA IZQUIERDA;positivo;5,,
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:32;3;00009;16;3;00203X;San Antonio;504;190;3;ROJO,BLANCO Y MORADO;positivo;6,
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:32;3;00009;16;3;00203X;San Antonio;504;190;1;AMARILLA,AZUL,VERDE Y ROJA;positivo;51
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:32;3;00009;16;3;00203X;San Antonio;504;190;2;ROJA,BLANCA Y ROJA;positivo;9,
;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:17;3;00009;16;3;00204X;San Antonio;;;;;nulos;29,,
;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:17;3;00009;16;3;00204X;San Antonio;;;;;recurridos;1,,
;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:17;3;00009;16;3;00204X;San Antonio;;;;;comando;0,,
;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:17;3;00009;16;3;00204X;San Antonio;;;;;blancos;5,,
;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:17;3;00009;16;3;00204X;San Antonio;;;;;impugnados;0,,
SOCIALISTA;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:17;3;00009;16;3;00204X;San Antonio;50;185;1;ALFREDO BRAVO;positivo;7,,
MOVIMIENTO AL SOCIALISMO;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:17;3;00009;16;3;00204X;San Antonio;165;186;1;PARA RENOVAR A LA IZQUIERDA;positivo;3,,
FRENTE DE TODOS;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:17;3;00009;16;3;00204X;San Antonio;501;187;1;UNIDAD AZUL,CELESTE Y BLANCA;positivo;61,
JUNTOS SOMOS RIO NEGRO;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:17;3;00009;16;3;00204X;San Antonio;502;188;1;SIGAMOS CRECIENDO;positivo;70,,
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:17;3;00009;16;3;00204X;San Antonio;503;189;2;UNIDAD DE LA IZQUIERDA;positivo;2,,
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:17;3;00009;16;3;00204X;San Antonio;503;189;1;(R)EVOLUCIONEMOS LA IZQUIERDA;positivo;0,,
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:17;3;00009;16;3;00204X;San Antonio;504;190;3;ROJO,BLANCO Y MORADO;positivo;11,
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:17;3;00009;16;3;00204X;San Antonio;504;190;1;AMARILLA,AZUL,VERDE Y ROJA;positivo;34
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:17;3;00009;16;3;00204X;San Antonio;504;190;2;ROJA,BLANCA Y ROJA;positivo;10,
;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:52;3;00009;16;3;00205X;San Antonio;;;;;nulos;21,,
;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:52;3;00009;16;3;00205X;San Antonio;;;;;recurridos;0,,
;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:52;3;00009;16;3;00205X;San Antonio;;;;;comando;0,,
;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:52;3;00009;16;3;00205X;San Antonio;;;;;blancos;5,,
;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:52;3;00009;16;3;00205X;San Antonio;;;;;impugnados;0,,
SOCIALISTA;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:52;3;00009;16;3;00205X;San Antonio;50;185;1;ALFREDO BRAVO;positivo;10,,
MOVIMIENTO AL SOCIALISMO;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:52;3;00009;16;3;00205X;San Antonio;165;186;1;PARA RENOVAR A LA IZQUIERDA;positivo;3,,
FRENTE DE TODOS;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:52;3;00009;16;3;00205X;San Antonio;501;187;1;UNIDAD AZUL,CELESTE Y BLANCA;positivo;40,
JUNTOS SOMOS RIO NEGRO;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:52;3;00009;16;3;00205X;San Antonio;502;188;1;SIGAMOS CRECIENDO;positivo;72,,
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:52;3;00009;16;3;00205X;San Antonio;503;189;2;UNIDAD DE LA IZQUIERDA;positivo;6,,
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:52;3;00009;16;3;00205X;San Antonio;503;189;1;(R)EVOLUCIONEMOS LA IZQUIERDA;positivo;7,,
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:52;3;00009;16;3;00205X;San Antonio;504;190;3;ROJO,BLANCO Y MORADO;positivo;6,
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:52;3;00009;16;3;00205X;San Antonio;504;190;1;AMARILLA,AZUL,VERDE Y ROJA;positivo;44
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:52;3;00009;16;3;00205X;San Antonio;504;190;2;ROJA,BLANCA Y ROJA;positivo;17,
;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 20:16;3;00009;16;3;00206X;San Antonio;;;;;nulos;15,,
;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 20:16;3;00009;16;3;00206X;San Antonio;;;;;recurridos;0,,
;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 20:16;3;00009;16;3;00206X;San Antonio;;;;;comando;0,,
;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 20:16;3;00009;16;3;00206X;San Antonio;;;;;blancos;3,,
;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 20:16;3;00009;16;3;00206X;San Antonio;;;;;impugnados;0,,
SOCIALISTA;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 20:16;3;00009;16;3;00206X;San Antonio;50;185;1;ALFREDO BRAVO;positivo;9,,
MOVIMIENTO AL SOCIALISMO;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 20:16;3;00009;16;3;00206X;San Antonio;165;186;1;PARA RENOVAR A LA IZQUIERDA;positivo;9,,
FRENTE DE TODOS;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 20:16;3;00009;16;3;00206X;San Antonio;501;187;1;UNIDAD AZUL,CELESTE Y BLANCA;positivo;60,
JUNTOS SOMOS RIO NEGRO;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 20:16;3;00009;16;3;00206X;San Antonio;502;188;1;SIGAMOS CRECIENDO;positivo;86,,
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 20:16;3;00009;16;3;00206X;San Antonio;503;189;2;UNIDAD DE LA IZQUIERDA;positivo;5,,
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 20:16;3;00009;16;3;00206X;San Antonio;503;189;1;(R)EVOLUCIONEMOS LA IZQUIERDA;positivo;2,,
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 20:16;3;00009;16;3;00206X;San Antonio;504;190;3;ROJO,BLANCO Y MORADO;positivo;5,
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 20:16;3;00009;16;3;00206X;San Antonio;504;190;1;AMARILLA,AZUL,VERDE Y ROJA;positivo;38
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 20:16;3;00009;16;3;00206X;San Antonio;504;190;2;ROJA,BLANCA Y ROJA;positivo;11,
;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:28;3;00009;16;3;00207X;San Antonio;;;;;nulos;17,,
;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:28;3;00009;16;3;00207X;San Antonio;;;;;recurridos;0,,
;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:28;3;00009;16;3;00207X;San Antonio;;;;;comando;0,,
;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:28;3;00009;16;3;00207X;San Antonio;;;;;blancos;8,,
;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:28;3;00009;16;3;00207X;San Antonio;;;;;impugnados;0,,
SOCIALISTA;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:28;3;00009;16;3;00207X;San Antonio;50;185;1;ALFREDO BRAVO;positivo;8,,
MOVIMIENTO AL SOCIALISMO;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:28;3;00009;16;3;00207X;San Antonio;165;186;1;PARA RENOVAR A LA IZQUIERDA;positivo;4,,
FRENTE DE TODOS;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:28;3;00009;16;3;00207X;San Antonio;501;187;1;UNIDAD AZUL,CELESTE Y BLANCA;positivo;48,
JUNTOS SOMOS RIO NEGRO;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:28;3;00009;16;3;00207X;San Antonio;502;188;1;SIGAMOS CRECIENDO;positivo;72,,
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:28;3;00009;16;3;00207X;San Antonio;503;189;2;UNIDAD DE LA IZQUIERDA;positivo;1,,
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:28;3;00009;16;3;00207X;San Antonio;503;189;1;(R)EVOLUCIONEMOS LA IZQUIERDA;positivo;3,,
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:28;3;00009;16;3;00207X;San Antonio;504;190;3;ROJO,BLANCO Y MORADO;positivo;2,
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:28;3;00009;16;3;00207X;San Antonio;504;190;1;AMARILLA,AZUL,VERDE Y ROJA;positivo;38
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:28;3;00009;16;3;00207X;San Antonio;504;190;2;ROJA,BLANCA Y ROJA;positivo;12,
;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:27;3;00009;16;3;00208X;San Antonio;;;;;nulos;18,,
;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:27;3;00009;16;3;00208X;San Antonio;;;;;recurridos;0,,
;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:27;3;00009;16;3;00208X;San Antonio;;;;;comando;0,,
;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:27;3;00009;16;3;00208X;San Antonio;;;;;blancos;5,,
;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:27;3;00009;16;3;00208X;San Antonio;;;;;impugnados;0,,
SOCIALISTA;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:27;3;00009;16;3;00208X;San Antonio;50;185;1;ALFREDO BRAVO;positivo;5,,
MOVIMIENTO AL SOCIALISMO;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:27;3;00009;16;3;00208X;San Antonio;165;186;1;PARA RENOVAR A LA IZQUIERDA;positivo;7,,
FRENTE DE TODOS;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:27;3;00009;16;3;00208X;San Antonio;501;187;1;UNIDAD AZUL,CELESTE Y BLANCA;positivo;60,
JUNTOS SOMOS RIO NEGRO;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:27;3;00009;16;3;00208X;San Antonio;502;188;1;SIGAMOS CRECIENDO;positivo;57,,
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:27;3;00009;16;3;00208X;San Antonio;503;189;2;UNIDAD DE LA IZQUIERDA;positivo;4,,
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:27;3;00009;16;3;00208X;San Antonio;503;189;1;(R)EVOLUCIONEMOS LA IZQUIERDA;positivo;5,,
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:27;3;00009;16;3;00208X;San Antonio;504;190;3;ROJO,BLANCO Y MORADO;positivo;5,
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:27;3;00009;16;3;00208X;San Antonio;504;190;1;AMARILLA,AZUL,VERDE Y ROJA;positivo;47
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00034;Río Negro;ESCUELA PRIMARIA N 179;12-09-2021 19:27;3;00009;16;3;00208X;San Antonio;504;190;2;ROJA,BLANCA Y ROJA;positivo;8,
;DIPUTADOS NACIONALES;00035;Río Negro;ESCUELA PRIMARIA N 161;12-09-2021 19:42;3;00009;16;3;00209X;San Antonio;;;;;nulos;20,,
;DIPUTADOS NACIONALES;00035;Río Negro;ESCUELA PRIMARIA N 161;12-09-2021 19:42;3;00009;16;3;00209X;San Antonio;;;;;recurridos;0,,
;DIPUTADOS NACIONALES;00035;Río Negro;ESCUELA PRIMARIA N 161;12-09-2021 19:42;3;00009;16;3;00209X;San Antonio;;;;;comando;0,,
;DIPUTADOS NACIONALES;00035;Río Negro;ESCUELA PRIMARIA N 161;12-09-2021 19:42;3;00009;16;3;00209X;San Antonio;;;;;blancos;7,,
;DIPUTADOS NACIONALES;00035;Río Negro;ESCUELA PRIMARIA N 161;12-09-2021 19:42;3;00009;16;3;00209X;San Antonio;;;;;impugnados;0,,
SOCIALISTA;DIPUTADOS NACIONALES;00035;Río Negro;ESCUELA PRIMARIA N 161;12-09-2021 19:42;3;00009;16;3;00209X;San Antonio;50;185;1;ALFREDO BRAVO;positivo;9,,
MOVIMIENTO AL SOCIALISMO;DIPUTADOS NACIONALES;00035;Río Negro;ESCUELA PRIMARIA N 161;12-09-2021 19:42;3;00009;16;3;00209X;San Antonio;165;186;1;PARA RENOVAR A LA IZQUIERDA;positivo;5,,
FRENTE DE TODOS;DIPUTADOS NACIONALES;00035;Río Negro;ESCUELA PRIMARIA N 161;12-09-2021 19:42;3;00009;16;3;00209X;San Antonio;501;187;1;UNIDAD AZUL,CELESTE Y BLANCA;positivo;44,
JUNTOS SOMOS RIO NEGRO;DIPUTADOS NACIONALES;00035;Río Negro;ESCUELA PRIMARIA N 161;12-09-2021 19:42;3;00009;16;3;00209X;San Antonio;502;188;1;SIGAMOS CRECIENDO;positivo;79,,
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00035;Río Negro;ESCUELA PRIMARIA N 161;12-09-2021 19:42;3;00009;16;3;00209X;San Antonio;503;189;2;UNIDAD DE LA IZQUIERDA;positivo;0,,
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00035;Río Negro;ESCUELA PRIMARIA N 161;12-09-2021 19:42;3;00009;16;3;00209X;San Antonio;503;189;1;(R)EVOLUCIONEMOS LA IZQUIERDA;positivo;7,,
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00035;Río Negro;ESCUELA PRIMARIA N 161;12-09-2021 19:42;3;00009;16;3;00209X;San Antonio;504;190;3;ROJO,BLANCO Y MORADO;positivo;8,
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00035;Río Negro;ESCUELA PRIMARIA N 161;12-09-2021 19:42;3;00009;16;3;00209X;San Antonio;504;190;1;AMARILLA,AZUL,VERDE Y ROJA;positivo;41
