Agrupacion;Cargo;Codigo;Distrito;Establecimiento;Fecha;IdCargo;IdCircuito;IdDistrito;IdSeccion;Mesa;Seccion;idAgrupacion;idAgrupacionInt;idLista;lista;tipoVoto;votos
CAMBIA SANTA CRUZ;DIPUTADOS NACIONALES;00023;Santa Cruz;ESCUELA PCIAL Nº 57 JOSE INGENIEROS;12-09-2021 19:26;3;00003;20;1;00180X;Deseado;501;213;1;CON VOS;positivo;11
FRENTE DE TODOS;DIPUTADOS NACIONALES;00023;Santa Cruz;ESCUELA PCIAL Nº 57 JOSE INGENIEROS;12-09-2021 19:26;3;00003;20;1;00180X;Deseado;502;214;1;ACUERDO SANTACRUCEÑO;positivo;31
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00023;Santa Cruz;ESCUELA PCIAL Nº 57 JOSE INGENIEROS;12-09-2021 19:26;3;00003;20;1;00180X;Deseado;503;215;2;UNIDAD DE LA IZQUIERDA;positivo;21
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00023;Santa Cruz;ESCUELA PCIAL Nº 57 JOSE INGENIEROS;12-09-2021 19:26;3;00003;20;1;00180X;Deseado;503;215;1;(R)EVOLUCIONEMOS LA IZQUIERDA;positivo;6
;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 21:04;3;00003;20;1;00181X;Deseado;;;;;nulos;13
;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 21:04;3;00003;20;1;00181X;Deseado;;;;;recurridos;0
;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 21:04;3;00003;20;1;00181X;Deseado;;;;;comando;0
;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 21:04;3;00003;20;1;00181X;Deseado;;;;;blancos;7
;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 21:04;3;00003;20;1;00181X;Deseado;;;;;impugnados;0
MOVIMIENTO AL SOCIALISMO;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 21:04;3;00003;20;1;00181X;Deseado;172;211;1;PARA RENOVAR A LA IZQUIERDA;positivo;3
SOMOS ENERGÍA PARA RENOVAR SANTA CRUZ -SER-;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 21:04;3;00003;20;1;00181X;Deseado;182;212;1;UNIDOS;positivo;44
CAMBIA SANTA CRUZ;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 21:04;3;00003;20;1;00181X;Deseado;501;213;5;SANTA CRUZ NOS UNE;positivo;0
CAMBIA SANTA CRUZ;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 21:04;3;00003;20;1;00181X;Deseado;501;213;3;FUTURO SANTA CRUZ;positivo;6
CAMBIA SANTA CRUZ;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 21:04;3;00003;20;1;00181X;Deseado;501;213;6;TU VOZ EN EL CONGRESO;positivo;3
CAMBIA SANTA CRUZ;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 21:04;3;00003;20;1;00181X;Deseado;501;213;2;EVOLUCIÓN SANTA CRUZ;positivo;3
CAMBIA SANTA CRUZ;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 21:04;3;00003;20;1;00181X;Deseado;501;213;4;JUNTOS POR SANTA CRUZ;positivo;19
CAMBIA SANTA CRUZ;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 21:04;3;00003;20;1;00181X;Deseado;501;213;1;CON VOS;positivo;8
