Agrupacion;Cargo;Codigo;Distrito;Establecimiento;Fecha;IdCargo;IdCircuito;IdDistrito;IdSeccion;Mesa;Seccion;idAgrupacion;idAgrupacionInt;idLista;lista;tipoVoto;votos,
;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 20:17;3;00013;24;2;00392X;Río Grande;;;;;comando;0
;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 20:17;3;00013;24;2;00392X;Río Grande;;;;;blancos;2
;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 20:17;3;00013;24;2;00392X;Río Grande;;;;;impugnados;0
OBRERO;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 20:17;3;00013;24;2;00392X;Río Grande;89;245;1;FRENTE DE IZQUIERDA Y DE TRABAJADORES UNIDAD COLOR ROJA;positivo;5
MOVIMIENTO POPULAR FUEGUINO;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 20:17;3;00013;24;2;00392X;Río Grande;154;246;1;MILITANCIA MOPOFISTA;positivo;6
SOMOS FUEGUINOS;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 20:17;3;00013;24;2;00392X;Río Grande;167;247;1;BLANCA;positivo;9
REPUBLICANOS UNIDOS;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 20:17;3;00013;24;2;00392X;Río Grande;212;248;1;FUEGUINOS;positivo;17
MOVIMIENTO AL SOCIALISMO;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 20:17;3;00013;24;2;00392X;Río Grande;214;249;1;PARA RENOVAR A LA IZQUIERDA;positivo;5
FRENTE DE TODOS;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 20:17;3;00013;24;2;00392X;Río Grande;501;250;1;CELESTE Y BLANCA;positivo;65
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 20:17;3;00013;24;2;00392X;Río Grande;502;251;4;JUNTOS TIERRA DEL FUEGO;positivo;18
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 20:17;3;00013;24;2;00392X;Río Grande;502;251;2;EVOLUCIÓN M.N.M.R.;positivo;17
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 20:17;3;00013;24;2;00392X;Río Grande;502;251;1;ADELANTE TIERRA DEL FUEGO;positivo;9
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 20:17;3;00013;24;2;00392X;Río Grande;502;251;5;REPÚBLICA URGENTE;positivo;5
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 20:17;3;00013;24;2;00392X;Río Grande;502;251;3;JUNTOS PODEMOS;positivo;28
;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:29;3;00013;24;2;00393X;Río Grande;;;;;nulos;18
;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:29;3;00013;24;2;00393X;Río Grande;;;;;recurridos;1
;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:29;3;00013;24;2;00393X;Río Grande;;;;;comando;0
;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:29;3;00013;24;2;00393X;Río Grande;;;;;blancos;10
;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:29;3;00013;24;2;00393X;Río Grande;;;;;impugnados;0
OBRERO;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:29;3;00013;24;2;00393X;Río Grande;89;245;1;FRENTE DE IZQUIERDA Y DE TRABAJADORES UNIDAD COLOR ROJA;positivo;11
MOVIMIENTO POPULAR FUEGUINO;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:29;3;00013;24;2;00393X;Río Grande;154;246;1;MILITANCIA MOPOFISTA;positivo;10
SOMOS FUEGUINOS;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:29;3;00013;24;2;00393X;Río Grande;167;247;1;BLANCA;positivo;13
REPUBLICANOS UNIDOS;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:29;3;00013;24;2;00393X;Río Grande;212;248;1;FUEGUINOS;positivo;17
MOVIMIENTO AL SOCIALISMO;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:29;3;00013;24;2;00393X;Río Grande;214;249;1;PARA RENOVAR A LA IZQUIERDA;positivo;3
FRENTE DE TODOS;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:29;3;00013;24;2;00393X;Río Grande;501;250;1;CELESTE Y BLANCA;positivo;65
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:29;3;00013;24;2;00393X;Río Grande;502;251;4;JUNTOS TIERRA DEL FUEGO;positivo;14
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:29;3;00013;24;2;00393X;Río Grande;502;251;2;EVOLUCIÓN M.N.M.R.;positivo;12
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:29;3;00013;24;2;00393X;Río Grande;502;251;1;ADELANTE TIERRA DEL FUEGO;positivo;14
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:29;3;00013;24;2;00393X;Río Grande;502;251;5;REPÚBLICA URGENTE;positivo;11
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:29;3;00013;24;2;00393X;Río Grande;502;251;3;JUNTOS PODEMOS;positivo;27
;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:25;3;00013;24;2;00394X;Río Grande;;;;;nulos;10
;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:25;3;00013;24;2;00394X;Río Grande;;;;;recurridos;0
;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:25;3;00013;24;2;00394X;Río Grande;;;;;comando;0
;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:25;3;00013;24;2;00394X;Río Grande;;;;;blancos;1
;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:25;3;00013;24;2;00394X;Río Grande;;;;;impugnados;0
OBRERO;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:25;3;00013;24;2;00394X;Río Grande;89;245;1;FRENTE DE IZQUIERDA Y DE TRABAJADORES UNIDAD COLOR ROJA;positivo;11
MOVIMIENTO POPULAR FUEGUINO;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:25;3;00013;24;2;00394X;Río Grande;154;246;1;MILITANCIA MOPOFISTA;positivo;7
SOMOS FUEGUINOS;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:25;3;00013;24;2;00394X;Río Grande;167;247;1;BLANCA;positivo;20
REPUBLICANOS UNIDOS;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:25;3;00013;24;2;00394X;Río Grande;212;248;1;FUEGUINOS;positivo;12
MOVIMIENTO AL SOCIALISMO;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:25;3;00013;24;2;00394X;Río Grande;214;249;1;PARA RENOVAR A LA IZQUIERDA;positivo;4
FRENTE DE TODOS;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:25;3;00013;24;2;00394X;Río Grande;501;250;1;CELESTE Y BLANCA;positivo;76
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:25;3;00013;24;2;00394X;Río Grande;502;251;4;JUNTOS TIERRA DEL FUEGO;positivo;13
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:25;3;00013;24;2;00394X;Río Grande;502;251;2;EVOLUCIÓN M.N.M.R.;positivo;13
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:25;3;00013;24;2;00394X;Río Grande;502;251;1;ADELANTE TIERRA DEL FUEGO;positivo;15
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:25;3;00013;24;2;00394X;Río Grande;502;251;5;REPÚBLICA URGENTE;positivo;6
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:25;3;00013;24;2;00394X;Río Grande;502;251;3;JUNTOS PODEMOS;positivo;24
;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:56;3;00013;24;2;00395X;Río Grande;;;;;nulos;19
;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:56;3;00013;24;2;00395X;Río Grande;;;;;recurridos;0
;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:56;3;00013;24;2;00395X;Río Grande;;;;;comando;0
;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:56;3;00013;24;2;00395X;Río Grande;;;;;blancos;9
;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:56;3;00013;24;2;00395X;Río Grande;;;;;impugnados;0
OBRERO;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:56;3;00013;24;2;00395X;Río Grande;89;245;1;FRENTE DE IZQUIERDA Y DE TRABAJADORES UNIDAD COLOR ROJA;positivo;11
MOVIMIENTO POPULAR FUEGUINO;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:56;3;00013;24;2;00395X;Río Grande;154;246;1;MILITANCIA MOPOFISTA;positivo;7
SOMOS FUEGUINOS;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:56;3;00013;24;2;00395X;Río Grande;167;247;1;BLANCA;positivo;26
REPUBLICANOS UNIDOS;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:56;3;00013;24;2;00395X;Río Grande;212;248;1;FUEGUINOS;positivo;16
MOVIMIENTO AL SOCIALISMO;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:56;3;00013;24;2;00395X;Río Grande;214;249;1;PARA RENOVAR A LA IZQUIERDA;positivo;8
FRENTE DE TODOS;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:56;3;00013;24;2;00395X;Río Grande;501;250;1;CELESTE Y BLANCA;positivo;61
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:56;3;00013;24;2;00395X;Río Grande;502;251;4;JUNTOS TIERRA DEL FUEGO;positivo;12
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:56;3;00013;24;2;00395X;Río Grande;502;251;2;EVOLUCIÓN M.N.M.R.;positivo;11
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:56;3;00013;24;2;00395X;Río Grande;502;251;1;ADELANTE TIERRA DEL FUEGO;positivo;14
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:56;3;00013;24;2;00395X;Río Grande;502;251;5;REPÚBLICA URGENTE;positivo;8
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:56;3;00013;24;2;00395X;Río Grande;502;251;3;JUNTOS PODEMOS;positivo;15
;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:50;3;00013;24;2;00396X;Río Grande;;;;;nulos;17
;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:50;3;00013;24;2;00396X;Río Grande;;;;;recurridos;0
;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:50;3;00013;24;2;00396X;Río Grande;;;;;comando;0
;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:50;3;00013;24;2;00396X;Río Grande;;;;;blancos;3
;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:50;3;00013;24;2;00396X;Río Grande;;;;;impugnados;0
OBRERO;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:50;3;00013;24;2;00396X;Río Grande;89;245;1;FRENTE DE IZQUIERDA Y DE TRABAJADORES UNIDAD COLOR ROJA;positivo;14
MOVIMIENTO POPULAR FUEGUINO;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:50;3;00013;24;2;00396X;Río Grande;154;246;1;MILITANCIA MOPOFISTA;positivo;6
SOMOS FUEGUINOS;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:50;3;00013;24;2;00396X;Río Grande;167;247;1;BLANCA;positivo;15
REPUBLICANOS UNIDOS;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:50;3;00013;24;2;00396X;Río Grande;212;248;1;FUEGUINOS;positivo;13
MOVIMIENTO AL SOCIALISMO;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:50;3;00013;24;2;00396X;Río Grande;214;249;1;PARA RENOVAR A LA IZQUIERDA;positivo;4
FRENTE DE TODOS;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:50;3;00013;24;2;00396X;Río Grande;501;250;1;CELESTE Y BLANCA;positivo;75
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:50;3;00013;24;2;00396X;Río Grande;502;251;4;JUNTOS TIERRA DEL FUEGO;positivo;8
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:50;3;00013;24;2;00396X;Río Grande;502;251;2;EVOLUCIÓN M.N.M.R.;positivo;5
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:50;3;00013;24;2;00396X;Río Grande;502;251;1;ADELANTE TIERRA DEL FUEGO;positivo;9
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:50;3;00013;24;2;00396X;Río Grande;502;251;5;REPÚBLICA URGENTE;positivo;4
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:50;3;00013;24;2;00396X;Río Grande;502;251;3;JUNTOS PODEMOS;positivo;36
;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:27;3;00013;24;2;00397X;Río Grande;;;;;nulos;20
;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:27;3;00013;24;2;00397X;Río Grande;;;;;recurridos;1
;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:27;3;00013;24;2;00397X;Río Grande;;;;;comando;0
;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:27;3;00013;24;2;00397X;Río Grande;;;;;blancos;6
;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:27;3;00013;24;2;00397X;Río Grande;;;;;impugnados;0
OBRERO;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:27;3;00013;24;2;00397X;Río Grande;89;245;1;FRENTE DE IZQUIERDA Y DE TRABAJADORES UNIDAD COLOR ROJA;positivo;11
MOVIMIENTO POPULAR FUEGUINO;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:27;3;00013;24;2;00397X;Río Grande;154;246;1;MILITANCIA MOPOFISTA;positivo;3
SOMOS FUEGUINOS;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:27;3;00013;24;2;00397X;Río Grande;167;247;1;BLANCA;positivo;9
REPUBLICANOS UNIDOS;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:27;3;00013;24;2;00397X;Río Grande;212;248;1;FUEGUINOS;positivo;19
MOVIMIENTO AL SOCIALISMO;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:27;3;00013;24;2;00397X;Río Grande;214;249;1;PARA RENOVAR A LA IZQUIERDA;positivo;1
FRENTE DE TODOS;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:27;3;00013;24;2;00397X;Río Grande;501;250;1;CELESTE Y BLANCA;positivo;60
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:27;3;00013;24;2;00397X;Río Grande;502;251;4;JUNTOS TIERRA DEL FUEGO;positivo;14
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:27;3;00013;24;2;00397X;Río Grande;502;251;2;EVOLUCIÓN M.N.M.R.;positivo;11
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:27;3;00013;24;2;00397X;Río Grande;502;251;1;ADELANTE TIERRA DEL FUEGO;positivo;18
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:27;3;00013;24;2;00397X;Río Grande;502;251;5;REPÚBLICA URGENTE;positivo;2
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:27;3;00013;24;2;00397X;Río Grande;502;251;3;JUNTOS PODEMOS;positivo;27
;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:48;3;00013;24;2;00398X;Río Grande;;;;;nulos;13
;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:48;3;00013;24;2;00398X;Río Grande;;;;;recurridos;0
;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:48;3;00013;24;2;00398X;Río Grande;;;;;comando;0
;DIPUTADOS NACIONALES;00054;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 19 PRIMERA LEGISLATURA;12-09-2021 19:48;3;00013;24;2;00398X;Río Grande;;;;;blancos;8
