Agrupacion;Cargo;Codigo;Distrito;Establecimiento;Fecha;IdCargo;IdCircuito;IdDistrito;IdSeccion;Mesa;Seccion;idAgrupacion;idAgrupacionInt;idLista;lista;tipoVoto;votos,
FRENTE DE TODOS;DIPUTADOS NACIONALES;00040;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA PROVINCIAL Nº 21 ANGELA LOIJ;12-09-2021 20:59;3;00009;24;2;00287X;Río Grande;501;250;1;CELESTE Y BLANCA;positivo;57
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00040;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA PROVINCIAL Nº 21 ANGELA LOIJ;12-09-2021 20:59;3;00009;24;2;00287X;Río Grande;502;251;4;JUNTOS TIERRA DEL FUEGO;positivo;14
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00040;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA PROVINCIAL Nº 21 ANGELA LOIJ;12-09-2021 20:59;3;00009;24;2;00287X;Río Grande;502;251;2;EVOLUCIÓN M.N.M.R.;positivo;11
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00040;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA PROVINCIAL Nº 21 ANGELA LOIJ;12-09-2021 20:59;3;00009;24;2;00287X;Río Grande;502;251;1;ADELANTE TIERRA DEL FUEGO;positivo;13
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00040;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA PROVINCIAL Nº 21 ANGELA LOIJ;12-09-2021 20:59;3;00009;24;2;00287X;Río Grande;502;251;5;REPÚBLICA URGENTE;positivo;8
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00040;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA PROVINCIAL Nº 21 ANGELA LOIJ;12-09-2021 20:59;3;00009;24;2;00287X;Río Grande;502;251;3;JUNTOS PODEMOS;positivo;40
;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:24;3;00009;24;2;00288X;Río Grande;;;;;nulos;26
;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:24;3;00009;24;2;00288X;Río Grande;;;;;recurridos;0
;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:24;3;00009;24;2;00288X;Río Grande;;;;;comando;0
;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:24;3;00009;24;2;00288X;Río Grande;;;;;blancos;4
;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:24;3;00009;24;2;00288X;Río Grande;;;;;impugnados;0
OBRERO;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:24;3;00009;24;2;00288X;Río Grande;89;245;1;FRENTE DE IZQUIERDA Y DE TRABAJADORES UNIDAD COLOR ROJA;positivo;13
MOVIMIENTO POPULAR FUEGUINO;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:24;3;00009;24;2;00288X;Río Grande;154;246;1;MILITANCIA MOPOFISTA;positivo;10
SOMOS FUEGUINOS;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:24;3;00009;24;2;00288X;Río Grande;167;247;1;BLANCA;positivo;6
REPUBLICANOS UNIDOS;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:24;3;00009;24;2;00288X;Río Grande;212;248;1;FUEGUINOS;positivo;13
MOVIMIENTO AL SOCIALISMO;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:24;3;00009;24;2;00288X;Río Grande;214;249;1;PARA RENOVAR A LA IZQUIERDA;positivo;2
FRENTE DE TODOS;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:24;3;00009;24;2;00288X;Río Grande;501;250;1;CELESTE Y BLANCA;positivo;57
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:24;3;00009;24;2;00288X;Río Grande;502;251;4;JUNTOS TIERRA DEL FUEGO;positivo;15
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:24;3;00009;24;2;00288X;Río Grande;502;251;2;EVOLUCIÓN M.N.M.R.;positivo;11
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:24;3;00009;24;2;00288X;Río Grande;502;251;1;ADELANTE TIERRA DEL FUEGO;positivo;10
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:24;3;00009;24;2;00288X;Río Grande;502;251;5;REPÚBLICA URGENTE;positivo;7
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:24;3;00009;24;2;00288X;Río Grande;502;251;3;JUNTOS PODEMOS;positivo;29
;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 20:16;3;00009;24;2;00289X;Río Grande;;;;;nulos;23
;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 20:16;3;00009;24;2;00289X;Río Grande;;;;;recurridos;0
;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 20:16;3;00009;24;2;00289X;Río Grande;;;;;comando;0
;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 20:16;3;00009;24;2;00289X;Río Grande;;;;;blancos;5
;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 20:16;3;00009;24;2;00289X;Río Grande;;;;;impugnados;0
OBRERO;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 20:16;3;00009;24;2;00289X;Río Grande;89;245;1;FRENTE DE IZQUIERDA Y DE TRABAJADORES UNIDAD COLOR ROJA;positivo;9
MOVIMIENTO POPULAR FUEGUINO;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 20:16;3;00009;24;2;00289X;Río Grande;154;246;1;MILITANCIA MOPOFISTA;positivo;10
SOMOS FUEGUINOS;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 20:16;3;00009;24;2;00289X;Río Grande;167;247;1;BLANCA;positivo;12
REPUBLICANOS UNIDOS;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 20:16;3;00009;24;2;00289X;Río Grande;212;248;1;FUEGUINOS;positivo;25
MOVIMIENTO AL SOCIALISMO;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 20:16;3;00009;24;2;00289X;Río Grande;214;249;1;PARA RENOVAR A LA IZQUIERDA;positivo;3
FRENTE DE TODOS;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 20:16;3;00009;24;2;00289X;Río Grande;501;250;1;CELESTE Y BLANCA;positivo;66
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 20:16;3;00009;24;2;00289X;Río Grande;502;251;4;JUNTOS TIERRA DEL FUEGO;positivo;12
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 20:16;3;00009;24;2;00289X;Río Grande;502;251;2;EVOLUCIÓN M.N.M.R.;positivo;19
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 20:16;3;00009;24;2;00289X;Río Grande;502;251;1;ADELANTE TIERRA DEL FUEGO;positivo;9
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 20:16;3;00009;24;2;00289X;Río Grande;502;251;5;REPÚBLICA URGENTE;positivo;7
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 20:16;3;00009;24;2;00289X;Río Grande;502;251;3;JUNTOS PODEMOS;positivo;25
;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:44;3;00009;24;2;00290X;Río Grande;;;;;nulos;24
;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:44;3;00009;24;2;00290X;Río Grande;;;;;recurridos;0
;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:44;3;00009;24;2;00290X;Río Grande;;;;;comando;0
;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:44;3;00009;24;2;00290X;Río Grande;;;;;blancos;4
;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:44;3;00009;24;2;00290X;Río Grande;;;;;impugnados;0
OBRERO;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:44;3;00009;24;2;00290X;Río Grande;89;245;1;FRENTE DE IZQUIERDA Y DE TRABAJADORES UNIDAD COLOR ROJA;positivo;16
MOVIMIENTO POPULAR FUEGUINO;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:44;3;00009;24;2;00290X;Río Grande;154;246;1;MILITANCIA MOPOFISTA;positivo;6
SOMOS FUEGUINOS;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:44;3;00009;24;2;00290X;Río Grande;167;247;1;BLANCA;positivo;14
REPUBLICANOS UNIDOS;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:44;3;00009;24;2;00290X;Río Grande;212;248;1;FUEGUINOS;positivo;18
MOVIMIENTO AL SOCIALISMO;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:44;3;00009;24;2;00290X;Río Grande;214;249;1;PARA RENOVAR A LA IZQUIERDA;positivo;1
FRENTE DE TODOS;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:44;3;00009;24;2;00290X;Río Grande;501;250;1;CELESTE Y BLANCA;positivo;64
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:44;3;00009;24;2;00290X;Río Grande;502;251;4;JUNTOS TIERRA DEL FUEGO;positivo;14
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:44;3;00009;24;2;00290X;Río Grande;502;251;2;EVOLUCIÓN M.N.M.R.;positivo;9
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:44;3;00009;24;2;00290X;Río Grande;502;251;1;ADELANTE TIERRA DEL FUEGO;positivo;13
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:44;3;00009;24;2;00290X;Río Grande;502;251;5;REPÚBLICA URGENTE;positivo;2
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:44;3;00009;24;2;00290X;Río Grande;502;251;3;JUNTOS PODEMOS;positivo;25
;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:30;3;00009;24;2;00291X;Río Grande;;;;;nulos;29
;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:30;3;00009;24;2;00291X;Río Grande;;;;;recurridos;0
;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:30;3;00009;24;2;00291X;Río Grande;;;;;comando;0
;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:30;3;00009;24;2;00291X;Río Grande;;;;;blancos;8
;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:30;3;00009;24;2;00291X;Río Grande;;;;;impugnados;0
OBRERO;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:30;3;00009;24;2;00291X;Río Grande;89;245;1;FRENTE DE IZQUIERDA Y DE TRABAJADORES UNIDAD COLOR ROJA;positivo;10
MOVIMIENTO POPULAR FUEGUINO;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:30;3;00009;24;2;00291X;Río Grande;154;246;1;MILITANCIA MOPOFISTA;positivo;5
SOMOS FUEGUINOS;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:30;3;00009;24;2;00291X;Río Grande;167;247;1;BLANCA;positivo;9
REPUBLICANOS UNIDOS;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:30;3;00009;24;2;00291X;Río Grande;212;248;1;FUEGUINOS;positivo;12
MOVIMIENTO AL SOCIALISMO;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:30;3;00009;24;2;00291X;Río Grande;214;249;1;PARA RENOVAR A LA IZQUIERDA;positivo;4
FRENTE DE TODOS;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:30;3;00009;24;2;00291X;Río Grande;501;250;1;CELESTE Y BLANCA;positivo;58
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:30;3;00009;24;2;00291X;Río Grande;502;251;4;JUNTOS TIERRA DEL FUEGO;positivo;9
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:30;3;00009;24;2;00291X;Río Grande;502;251;2;EVOLUCIÓN M.N.M.R.;positivo;12
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:30;3;00009;24;2;00291X;Río Grande;502;251;1;ADELANTE TIERRA DEL FUEGO;positivo;12
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:30;3;00009;24;2;00291X;Río Grande;502;251;5;REPÚBLICA URGENTE;positivo;5
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:30;3;00009;24;2;00291X;Río Grande;502;251;3;JUNTOS PODEMOS;positivo;35
;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:17;3;00009;24;2;00292X;Río Grande;;;;;nulos;22
;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:17;3;00009;24;2;00292X;Río Grande;;;;;recurridos;0
;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:17;3;00009;24;2;00292X;Río Grande;;;;;comando;0
;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:17;3;00009;24;2;00292X;Río Grande;;;;;blancos;2
;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:17;3;00009;24;2;00292X;Río Grande;;;;;impugnados;0
OBRERO;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:17;3;00009;24;2;00292X;Río Grande;89;245;1;FRENTE DE IZQUIERDA Y DE TRABAJADORES UNIDAD COLOR ROJA;positivo;4
MOVIMIENTO POPULAR FUEGUINO;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:17;3;00009;24;2;00292X;Río Grande;154;246;1;MILITANCIA MOPOFISTA;positivo;4
SOMOS FUEGUINOS;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:17;3;00009;24;2;00292X;Río Grande;167;247;1;BLANCA;positivo;16
REPUBLICANOS UNIDOS;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:17;3;00009;24;2;00292X;Río Grande;212;248;1;FUEGUINOS;positivo;14
MOVIMIENTO AL SOCIALISMO;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:17;3;00009;24;2;00292X;Río Grande;214;249;1;PARA RENOVAR A LA IZQUIERDA;positivo;2
FRENTE DE TODOS;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:17;3;00009;24;2;00292X;Río Grande;501;250;1;CELESTE Y BLANCA;positivo;76
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:17;3;00009;24;2;00292X;Río Grande;502;251;4;JUNTOS TIERRA DEL FUEGO;positivo;14
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:17;3;00009;24;2;00292X;Río Grande;502;251;2;EVOLUCIÓN M.N.M.R.;positivo;18
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:17;3;00009;24;2;00292X;Río Grande;502;251;1;ADELANTE TIERRA DEL FUEGO;positivo;13
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:17;3;00009;24;2;00292X;Río Grande;502;251;5;REPÚBLICA URGENTE;positivo;6
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 19:17;3;00009;24;2;00292X;Río Grande;502;251;3;JUNTOS PODEMOS;positivo;34
;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 20:13;3;00009;24;2;00293X;Río Grande;;;;;nulos;23
;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 20:13;3;00009;24;2;00293X;Río Grande;;;;;recurridos;0
;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 20:13;3;00009;24;2;00293X;Río Grande;;;;;comando;0
;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 20:13;3;00009;24;2;00293X;Río Grande;;;;;blancos;2
;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 20:13;3;00009;24;2;00293X;Río Grande;;;;;impugnados;0
OBRERO;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 20:13;3;00009;24;2;00293X;Río Grande;89;245;1;FRENTE DE IZQUIERDA Y DE TRABAJADORES UNIDAD COLOR ROJA;positivo;6
MOVIMIENTO POPULAR FUEGUINO;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 20:13;3;00009;24;2;00293X;Río Grande;154;246;1;MILITANCIA MOPOFISTA;positivo;4
SOMOS FUEGUINOS;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 20:13;3;00009;24;2;00293X;Río Grande;167;247;1;BLANCA;positivo;14
REPUBLICANOS UNIDOS;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 20:13;3;00009;24;2;00293X;Río Grande;212;248;1;FUEGUINOS;positivo;16
MOVIMIENTO AL SOCIALISMO;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 20:13;3;00009;24;2;00293X;Río Grande;214;249;1;PARA RENOVAR A LA IZQUIERDA;positivo;3
FRENTE DE TODOS;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 20:13;3;00009;24;2;00293X;Río Grande;501;250;1;CELESTE Y BLANCA;positivo;69
JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;DIPUTADOS NACIONALES;00041;Tierra del Fuego,Antártida e Islas del Atlántico Sur;ESCUELA Nº 26 SENADORES FUEGUINOS;12-09-2021 20:13;3;00009;24;2;00293X;Río Grande;502;251;4;JUNTOS TIERRA DEL FUEGO;positivo;18
